1, 69 
2, 38 
3, 32 
4, 30 
5, 28 
6, 26 
7, 22 
8, 18 
9, 16 
10, 13 
11, 11 
12, 10 
13, 9 
14, 8 
15, 8 
16, 8 
17, 7 
18, 6 
19, 6 
20, 5 
21, 5 
22, 5 
23, 5 
24, 5 
25, 5 
26, 5 
27, 5 
28, 5 
29, 5 
30, 5 
31, 5 
32, 5 
33, 6 
34, 6 
35, 6 
36, 6 
37, 6 
38, 6 
39, 6 
40, 6 
41, 6 
42, 6 
43, 6 
44, 7 
45, 7 
46, 7 
47, 7 
48, 7 
49, 7 
50, 7 
51, 8 
52, 8 
53, 8 
54, 8 
55, 8 
56, 8 
57, 8 
58, 9 
59, 9 
60, 9 
61, 9 
62, 10 
63, 10 
64, 10 
65, 10 
66, 10 
67, 10 
68, 10 
69, 10 
70, 10 
71, 10 
72, 10 
73, 10 
74, 10 
75, 11 
76, 11 
77, 11 
78, 11 
79, 11 
80, 11 
81, 12 
82, 12 
83, 12 
84, 12 
85, 13 
86, 13 
87, 13 
88, 13 
89, 14 
90, 14 
91, 14 
92, 14 
93, 14 
94, 15 
95, 15 
96, 15 
97, 15 
98, 15 
99, 15 
100, 15 
101, 15 
102, 15 
103, 15 
104, 15 
105, 15 
106, 15 
107, 15 
108, 15 
109, 15 
110, 15 
111, 15 
112, 15 
113, 15 
114, 15 
115, 15 
116, 15 
117, 15 
118, 15 
119, 15 
120, 16 
121, 16 
122, 16 
123, 16 
124, 16 
125, 16 
126, 16 
127, 16 
128, 17 
129, 17 
130, 17 
131, 17 
132, 17 
133, 17 
134, 17 
135, 17 
136, 18 
137, 18 
138, 18 
139, 18 
140, 18 
141, 18 
142, 18 
143, 18 
144, 18 
145, 19 
146, 19 
147, 19 
148, 19 
149, 19 
150, 20 
151, 20 
152, 20 
153, 20 
154, 20 
155, 21 
156, 21 
157, 21 
158, 21 
159, 21 
160, 21 
161, 22 
162, 22 
163, 22 
164, 22 
165, 22 
166, 22 
167, 22 
168, 23 
169, 23 
170, 23 
171, 23 
172, 23 
173, 24 
174, 24 
175, 24 
176, 24 
177, 24 
178, 24 
179, 24 
180, 24 
181, 25 
182, 25 
183, 25 
184, 25 
185, 25 
186, 25 
187, 26 
188, 26 
189, 26 
190, 26 
191, 26 
192, 26 
193, 27 
194, 27 
195, 27 
196, 27 
197, 27 
198, 27 
199, 28 
200, 28 
201, 28 
202, 28 
203, 28 
204, 28 
205, 28 
206, 29 
207, 29 
208, 29 
209, 30 
210, 30 
211, 30 
212, 31 
213, 31 
214, 31 
215, 32 
216, 32 
217, 32 
218, 33 
219, 33 
220, 33 
221, 33 
222, 34 
223, 34 
224, 34 
225, 35 
226, 35 
227, 35 
228, 36 
229, 36 
230, 36 
231, 36 
232, 36 
233, 36 
234, 36 
235, 36 
236, 36 
237, 36 
238, 36 
239, 36 
240, 36 
241, 36 
242, 36 
243, 37 
244, 37 
245, 37 
246, 37 
247, 37 
248, 37 
249, 38 
250, 38 
251, 38 
252, 38 
253, 39 
254, 39 
255, 39 
256, 39 
257, 40 
258, 40 
259, 40 
260, 41 
261, 41 
262, 41 
263, 42 
264, 42 
265, 43 
266, 43 
267, 43 
268, 43 
269, 43 
270, 44 
271, 44 
272, 44 
273, 44 
274, 44 
275, 45 
276, 45 
277, 45 
278, 45 
279, 45 
280, 45 
281, 46 
282, 46 
283, 46 
284, 46 
285, 47 
286, 47 
287, 47 
288, 48 
289, 48 
290, 49 
291, 49 
292, 50 
293, 50 
294, 50 
295, 51 
296, 51 
297, 52 
298, 52 
299, 53 
300, 53 
301, 42
